value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
value|d,,,value|e,,,value|f
